CGD,ORF_ID,KEGG,Gene_Name,UNIPROT,Descripción1,Descripción2
C4_01150W_A,orf19.4675,CAALFM_C401150WA,ASK1,Q5AMH1,,Ask1p
C1_00680W_A,orf19.6037,CAALFM_C100680WA,ASM3,Q5ABD3,,Asm3p
C2_09060C_A,orf19.198,CAALFM_C209060CA,ASN1,A0A1D8PIB2, Putative asparagine synthetase,Asparagine synthase (Glutamine-hydrolyzing) 2
C1_10740C_A,orf19.2344,CAALFM_C110740CA,ASR1,A0A1D8PEZ0, Heat shock protein,#N/D
CR_08890C_A,orf19.7284,CAALFM_CR08890CA,ASR2,-, Adenylyl cyclase and stress responsive protein,Asr2p
C2_03790C_A,orf19.842,CAALFM_C203790CA,ASR3,A0A1D8PH00, Adenylyl cyclase and stress responsive protein,Asr3p
C1_06940C_A,orf19.6214,CAALFM_C106940CA,ATC1,-,Cell wall acid trehalase ATC1 (EC 3.2.1.28) (Alpha,alpha-trehalase) (Alpha,alpha-trehalose glucohydrolase),Cell wall acid trehalase ATC1 (EC 3.2.1.28) (Alpha,alpha-trehalase) (Alpha,alpha-trehalose glucohydrolase)
C3_04340W_A,orf19.5877,CAALFM_C304340WA,ATF1,A0A1D8PJW9,Putative lipase ATG15 (EC 3.1.1.3) (Autophagy-related protein 15),Atf1p
C6_01740C_A,orf19.3412,CAALFM_C601740CA,ATG15,-,Autophagy-related protein 9,Putative lipase ATG15 (EC 3.1.1.3) (Autophagy-related protein 15)
C3_05040C_A,orf19.5974,CAALFM_C305040CA,ATG9,-,Autophagy-related protein 9,Autophagy-related protein 9
C6_04210C_A,orf19.1077,CAALFM_C604210CA,ATM1,-, Member of MDR subfamily of ABC family,Iron-sulfur clusters transporter ATM1, mitochondrial
C3_00920W_A,orf19.6169,CAALFM_C300920WA,ATO1,A0A1D8PJ22,,Ato1p
CR_00930W_A,orf19.3263,CAALFM_CR00930WA,ATO10,-,,Ato10p
C3_00930W_A,orf19.2496,CAALFM_C300930WA,ATO2,A0A1D8PJ42,,Ato2p
C3_05620W_A,orf19.6997,CAALFM_C305620WA,ATO5,A0A1D8PKD7,,Ato5p
C3_05600W_A,orf19.6995,CAALFM_C305600WA,ATO6,A0A1D8PKA0,,Ato6p
C2_02470C_A,orf19.1571,CAALFM_C202470CA,ATO7,A0A1D8PGM7,,Ato7p
CR_00970W_A,orf19.3261,CAALFM_CR00970WA,ATO9,-,,Ato9p
C1_04610W_A,orf19.6854,CAALFM_C104610WA,ATP1,A0A1D8PDC4,Ats1p,ATP synthase subunit alpha
C2_06290C_A,orf19.5491.1,CAALFM_C206290CA,ATP14,A0A1D8PHL7,Inositol phosphorylceramide synthase (IPC synthase) (EC 2.-.-.-) (Aureobasidin A resistance protein homolog) (Phosphatidylinositol:ceramide phosphoinositol transferase),F1F0 ATP synthase subunit h
CR_10850C_A,orf19.7678,CAALFM_CR10850CA,ATP16,-,Avt1p,#N/D
CR_00250W_A,orf19.7509.1,CAALFM_CR00250WA,ATP17,-,#N/D,F1F0 ATP synthase subunit f
C2_00610C_A,orf19.2066.1,CAALFM_C200610CA,ATP18,A0A1D8PG50,Avt7p,F1F0 ATP synthase subunit i
C1_12320C_A,orf19.5231.2,CAALFM_C112320CA,ATP19,A0A1D8PFD4,Axl1p,#N/D
C4_00270W_A,orf19.5653,CAALFM_C400270WA,ATP2,A0A1D8PKZ9,Bas1p,ATP synthase subunit beta (EC 7.1.2.2)
C1_12590W_A,orf19.3757,CAALFM_C112590WA,ATP20,Q59M30,Mitogen-activated protein kinase kinase kinase,F1F0 ATP synthase subunit g
CR_01310W_A,orf19.3223,CAALFM_CR01310WA,ATP3,-,Biofilm and cell wall regulator 1,ATP synthase subunit gamma
C2_05500W_A,orf19.3579,CAALFM_C205500WA,ATP4,Q59ZE0,Bem3p,F1F0 ATP synthase subunit 4
C3_00460W_A,orf19.5419,CAALFM_C300460WA,ATP5,Q5A7P7,Uncharacterized protein,F1F0 ATP synthase subunit 5
C1_07600W_A,orf19.2785,CAALFM_C107600WA,ATP7,Q59PV8,Beta-glucosidase (EC 3.2.1.21),ATP synthase subunit d, mitochondrial
CR_08320W_A,orf19.6399,CAALFM_CR08320WA,ATS1,-,,Ats1p
CR_06950C_A,orf19.2369.1,CAALFM_CR06950CA,ATX1,-, Putative cytosolic copper metallochaperone,Copper metallochaperone
C5_01240W_A,orf19.1945,CAALFM_C501240WA,AUR1,-,Inositol phosphorylceramide synthase (IPC synthase) (EC 2.-.-.-) (Aureobasidin A resistance protein homolog) (Phosphatidylinositol:ceramide phosphoinositol transferase),Inositol phosphorylceramide synthase (IPC synthase) (EC 2.-.-.-) (Aureobasidin A resistance protein homolog) (Phosphatidylinositol:ceramide phosphoinositol transferase)
C1_05700W_A,orf19.2480.1,CAALFM_C105700WA,AUT7,-, Putative autophagosome protein,Autophagy-related protein 8 (Autophagy-related ubiquitin-like modifier ATG8)
C2_06330C_A,orf19.5496,CAALFM_C206330CA,AVT1,Q59P40,,Avt1p
C1_11750W_A,orf19.1142,CAALFM_C111750WA,AVT4,A0A1D8PF84,,#N/D
C2_03250W_A,orf19.905,CAALFM_C203250WA,AVT7,A0A1D8PGU1,,Avt7p
CR_09470W_A,orf19.7342,CAALFM_CR09470WA,AXL1,-,,Axl1p
C4_04170C_A,orf19.5292,CAALFM_C404170CA,AXL2,A0A1D8PM01, Ortholog of S. cerevisiae Axl2,Axl2p
C3_00900C_A,orf19.6167,CAALFM_C300900CA,AYR1,A0A1D8PJ12, Putative oxidoreductase,Acylglycerone-phosphate reductase
C6_03270C_A,orf19.5615,CAALFM_C603270CA,AYR2,A0A1D8PQ42, Putative NADPH-dependent 1-acyl dihydroxyacetone phosphate reductase,Ayr2p
C4_04730W_A,orf19.3809,CAALFM_C404730WA,BAS1,Q5A683,,Bas1p
C2_04230W_A,orf19.797,CAALFM_C204230WA,BAT21,A0A1D8PH42, Putative branched chain amino acid aminotransferase,Branched-chain-amino-acid aminotransferase (EC 2.6.1.42)
C3_05590C_A,orf19.6994,CAALFM_C305590CA,BAT22,A0A1D8PKB9, Putative branched chain amino acid aminotransferase,Branched-chain-amino-acid aminotransferase (EC 2.6.1.42)
C1_07540C_A,orf19.2791,CAALFM_C107540CA,BBC1,A0A1D8PE54, Putative SH3-domain-containing protein,Bbc1p
C7_02990W_A,orf19.5162,CAALFM_C702990WA,BCK1,A0A1D8PR87,Mitogen-activated protein kinase kinase kinase,Mitogen-activated protein kinase kinase kinase
CR_06440C_A,orf19.723,CAALFM_CR06440CA,BCR1,-,Biofilm and cell wall regulator 1,Biofilm and cell wall regulator 1
C2_01110C_A,orf19.2014,CAALFM_C201110CA,BCY1,-, Protein kinase A regulatory subunit,cAMP-dependent protein kinase regulatory subunit (PKA regulatory subunit) (PKA-R)
C5_00200C_A,orf19.978,CAALFM_C500200CA,BDF1,-, Bromodomain transcription factor,Bromodomain-containing factor 1
C4_01410W_A,orf19.4645,CAALFM_C401410WA,BEM1,A0A1D8PLB6, Protein required for wild-type budding, hyphal growth, and virulence in a mouse systemic infection,Phosphatidylinositol-3-phosphate-binding protein
C7_01550W_A,orf19.6573,CAALFM_C701550WA,BEM2,Q5AGW7, Putative Rho1p GTPase activating protein (GAP),Bem2p
C4_02310W_A,orf19.2771,CAALFM_C402310WA,BEM3,A0A1D8PLJ2,,Bem3p
CR_09890C_A,orf19.7563,CAALFM_CR09890CA,BET2,-, Putative Type II geranylgeranyltransferase beta subunit,Geranylgeranyl transferase type-2 subunit beta (EC 2.5.1.60)
C1_04070C_A,orf19.1039,CAALFM_C104070CA,BET4,A0A1D8PD57, Protein of unknown function,Rab geranylgeranyltransferase
C1_00230C_A,orf19.6080,CAALFM_C100230CA,BFA1,A0A1D8PC67,,Uncharacterized protein
C4_02270C_A,orf19.4560,CAALFM_C402270CA,BFR1,Q5AMT7, Protein involved in the maintenance of normal ploidy,Bfr1p
C4_02250C_A,orf19.4565,CAALFM_C402250CA,BGL2,-, Cell wall 1,3-beta-glucosyltransferase,Glucan 1,3-beta-glucosidase BGL2 (EC 3.2.1.58) (Exo-1,3-beta-glucanase)
CR_09420C_A,orf19.7339,CAALFM_CR09420CA,BGL22,-,Beta-glucosidase (EC 3.2.1.21),Beta-glucosidase (EC 3.2.1.21)
C1_10830W_A,orf19.2334,CAALFM_C110830WA,BIG1,-,,#N/D
CR_01930C_A,orf19.2593,CAALFM_CR01930CA,BIO2,-,Biotin synthase,Biotin synthase
C2_05360C_A,orf19.3567,CAALFM_C205360CA,BIO32,Q59ZF3,,Bio32p
C2_08010W_A,orf19.2182,CAALFM_C208010WA,BLM3,Q5A2T3, Putative proteasome activator,Blm3p
C1_12850W_A,orf19.4914.1,CAALFM_C112850WA,BLP1,-,,#N/D
C1_03220C_A,orf19.3014,CAALFM_C103220CA,BMH1,-, Sole 14-3-3 protein in C. albicans,14-3-3 protein homolog
C3_01000W_A,orf19.2504,CAALFM_C301000WA,BMS1,A0A1D8PJ43, Putative GTPase,GTPase
C3_07180C_A,orf19.6782,CAALFM_C307180CA,BMT1,-,,#N/D
C2_05080C_A,orf19.3539,CAALFM_C205080CA,BMT2,Q59ZI0,25S rRNA adenine-N(1) methyltransferase (EC 2.1.1.-),25S rRNA adenine-N(1) methyltransferase (EC 2.1.1.-)
CR_00740C_A,orf19.3282,CAALFM_CR00740CA,BMT3,-,Beta-mannosyltransferase 3 (EC 2.4.1.-) (WRY family protein 9),Beta-mannosyltransferase 3 (EC 2.4.1.-) (WRY family protein 9)
C6_03250W_A,orf19.5612,CAALFM_C603250WA,BMT4,-,Beta-mannosyltransferase 4 (EC 2.4.1.-) (WRY family protein 1),Beta-mannosyltransferase 4 (EC 2.4.1.-) (WRY family protein 1)
C2_01560W_A,orf19.1464,CAALFM_C201560WA,BMT5,-,,#N/D
C6_03160C_A,orf19.5602,CAALFM_C603160CA,BMT6,-,Beta-mannosyltransferase 6 (EC 2.4.1.-) (WRY family protein 2),Beta-mannosyltransferase 6 (EC 2.4.1.-) (WRY family protein 2)
C3_03450C_A,orf19.342,CAALFM_C303450CA,BMT7,-,Beta-mannosyltransferase 7 (EC 2.4.1.-) (WRY family protein 8),Beta-mannosyltransferase 7 (EC 2.4.1.-) (WRY family protein 8)
C2_03600W_A,orf19.860,CAALFM_C203600WA,BMT8,-,Beta-mannosyltransferase 8 (EC 2.4.1.-) (WRY family protein 3),Beta-mannosyltransferase 8 (EC 2.4.1.-) (WRY family protein 3)
C4_01170C_A,orf19.4673,CAALFM_C401170CA,BMT9,-,Beta-mannosyltransferase 9 (EC 2.4.1.-) (WRY family protein 5),Beta-mannosyltransferase 9 (EC 2.4.1.-) (WRY family protein 5)
C2_02950W_A,orf19.5809,CAALFM_C202950WA,BNA31,A0A1D8PGR0,Kynurenine--oxoglutarate transaminase,Kynurenine--oxoglutarate transaminase
C2_02640C_A,orf19.1589.1,CAALFM_C202640CA,BNA32,A0A1D8PGM8, Protein of unknown function,Aminotran_1_2 domain-containing protein
C3_00260C_A,orf19.5443,CAALFM_C300260CA,BNA4,-, Putative kynurenine 3-monooxygenase, involved in NAD biosynthesis,Kynurenine 3-monooxygenase (EC 1.14.13.9) (Biosynthesis of nicotinic acid protein 4) (Kynurenine 3-hydroxylase)
C1_12960C_A,orf19.4927,CAALFM_C112960CA,BNI1,-, Formin,#N/D
C1_03860C_A,orf19.4457,CAALFM_C103860CA,BNI4,A0A1D8PD43,,Bni4p
CR_00070W_A,orf19.7537,CAALFM_CR00070WA,BNR1,-,,Formin BNR1
CR_01240C_A,orf19.3230,CAALFM_CR01240CA,BOI2,-,,Boi2p
C1_06520C_A,orf19.6261,CAALFM_C106520CA,BPH1,A0A1D8PDU1,,Bph1p
C5_00210C_A,orf19.976,CAALFM_C500210CA,BRE1,-, Putative transcription factor with C3HC4 zinc finger DNA-binding motif,E3 ubiquitin-protein ligase BRE1 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase BRE1)
CR_05650W_A,orf19.6649,CAALFM_CR05650WA,BRF1,-,Transcription factor IIIB 70 kDa subunit (TFIIIB) (B-related factor 1) (BRF-1),Transcription factor IIIB 70 kDa subunit (TFIIIB) (B-related factor 1) (BRF-1)
C1_05140W_A,orf19.4056,CAALFM_C105140WA,BRG1,-,Biofilm regulator 1,Biofilm regulator 1
C4_05660C_A,orf19.1251,CAALFM_C405660CA,BRN1,A0A1D8PMC8,Condensin complex subunit 2,Condensin complex subunit 2
C3_01750C_A,orf19.1670,CAALFM_C301750CA,BRO1,-, Class E vacuolar protein sorting factor,Vacuolar protein-sorting protein BRO1 (BRO domain-containing protein 1)
C1_11490C_A,orf19.1171,CAALFM_C111490CA,BTA1,Q59TS3,,Bta1p
C5_03620W_A,orf19.6674,CAALFM_C503620WA,BTS1,A0A1D8PNS6, Putative geranylgeranyl diphosphate synthase,Farnesyltranstransferase
C4_03120C_A,orf19.2678,CAALFM_C403120CA,BUB1,A0A1D8PLR1,Protein kinase,Protein kinase
C2_02780C_A,orf19.5827,CAALFM_C202780CA,BUB2,A0A1D8PGP6,,Bub2p
C5_03240W_A,orf19.2655,CAALFM_C503240WA,BUB3,Q59QR8, Protein similar to S. cerevisiae Bub3,Bub3p
C2_05260W_A,orf19.3555,CAALFM_C205260WA,BUD14,A0A1D8PHB1,Protein phosphatase regulator,Protein phosphatase regulator
C1_06210W_A,orf19.1828,CAALFM_C106210WA,BUD16,Q59MC6,Putative pyridoxal kinase,Putative pyridoxal kinase
C5_00490C_A,orf19.940,CAALFM_C500490CA,BUD2,-, GTPase activating protein (GAP) for Rsr1,GTPase activating protein BUD2 (Bud site selection protein 2)
C2_08880W_A,orf19.218,CAALFM_C208880WA,BUD20,Q59SC5,,Bud20p
C3_00370C_A,orf19.5430,CAALFM_C300370CA,BUD21,Q5A7N6,,Bud21p
CR_00680W_A,orf19.3287,CAALFM_CR00680WA,BUD22,-, Protein with a predicted role in 18S rRNA maturation and small ribosomal subunit biogenesis,Bud22p
C5_01060C_A,orf19.1966,CAALFM_C501060CA,BUD23,Q5A1M9,18S rRNA (Guanine1575-N7)-methyltransferase,18S rRNA (Guanine1575-N7)-methyltransferase
C1_09880C_A,orf19.4855,CAALFM_C109880CA,BUD31,Q5APB0,U2 snRNP complex subunit,U2 snRNP complex subunit
CR_06910W_A,orf19.1842,CAALFM_CR06910WA,BUD5,-,Ras family guanine nucleotide exchange factor,Ras family guanine nucleotide exchange factor
C1_08120W_A,orf19.5087,CAALFM_C108120WA,BUD6,A0A1D8PE85, Protein required for Spitzenkorper formation in hyphal cells (wild-type localization of Mlc1p to the Spitzenkorper),Bud6p
C5_03820C_A,orf19.1112,CAALFM_C503820CA,BUD7,Q59N76, Protein of unknown function,Exomer complex subunit
C1_08170C_A,orf19.5094,CAALFM_C108170CA,BUL1,Q5A768,,Bul1p
C1_12190W_A,orf19.5245,CAALFM_C112190WA,BUL4,Q5A3M5,,#N/D
C5_02670W_A,orf19.4284,CAALFM_C502670WA,BUR2,Q5AG95,,Bur2p
C3_01500C_A,orf19.1699,CAALFM_C301500CA,BZZ1,A0A1D8PJ75, Protein similar to <i>S. cerevisiae</i> Bzz1p, which is an SH3 domain protein involved in the regulation of actin polymerization,Bzz1p
CM_00220W CM_00220W,CaalfMp08.1,CAALFM_CM00220W CM00220W,CaalfMp08.1,-,,#N/D
CM_00230W CM_00230W,CaalfMp08.2,CAALFM_CM00230W CM00230W,CaalfMp08.2,-,,#N/D
CM_00240W CM_00240W,CaalfMp08.3,CAALFM_CM00240W CM00240W,CaalfMp08.3,-,,#N/D
CM_00250W CM_00250W,CaalfMp08.4,CAALFM_CM00250W CM00250W,CaalfMp08.4,-,,#N/D
CM_00340W CM_00340W,CaalfMp11.1,CAALFM_CM00340W CM00340W,CaalfMp11.1,-,,#N/D
C5_03580C_A,orf19.6670,CAALFM_C503580CA,CAC2,A0A1D8PNS7,,Cac2p
C1_08430W_A,orf19.388,CAALFM_C108430WA,CAF16,Q59QD0, ABC family protein, predicted not to be a transporter,Putative ATP-binding cassette family ATPase
C5_05220W_A,orf19.4015,CAALFM_C505220WA,CAG1,Q5AK05,Guanine nucleotide-binding protein subunit alpha,Guanine nucleotide-binding protein subunit alpha
C2_04270W_A,orf19.793,CAALFM_C204270WA,CAK1,A0A1D8PH53,Lysine/arginine permease CAN1 (Basic amino acids permease CAN1),Cyclin-dependent protein kinase-activating kinase
C3_06010W_A,orf19.7382,CAALFM_C306010WA,CAM1,A0A1D8PKC3,Probable lysine/arginine permease CAN2 (Basic amino acids permease CAN2),Translation elongation factor EF1B gamma
C5_03280W_A,orf19.2651,CAALFM_C503280WA,CAM1-1,A0A1D8PNN8,Probable lysine/arginine permease CAN3 (Basic amino acids permease CAN3),Cam1-1p
C6_00960W_A,orf19.97,CAALFM_C600960WA,CAN1,-,Lysine/arginine permease CAN1 (Basic amino acids permease CAN1),Lysine/arginine permease CAN1 (Basic amino acids permease CAN1)
C6_01060C_A,orf19.111,CAALFM_C601060CA,CAN2,-,Probable lysine/arginine permease CAN2 (Basic amino acids permease CAN2),Probable lysine/arginine permease CAN2 (Basic amino acids permease CAN2)
C6_00830C_A,orf19.84,CAALFM_C600830CA,CAN3,-,Probable lysine/arginine permease CAN3 (Basic amino acids permease CAN3),Probable lysine/arginine permease CAN3 (Basic amino acids permease CAN3)
C3_02220W_A,orf19.1623,CAALFM_C302220WA,CAP1,-, AP-1 bZIP transcription factor,AP-1-like transcription factor CAP1
C2_03590C_A,orf19.861,CAALFM_C203590CA,CAP4,Q5AHD5,,Cap4p
C5_04490C_A,orf19.3934,CAALFM_C504490CA,CAR1,A0A1D8PP00, Arginase,Arginase (EC 3.5.3.1)
C4_00160C_A,orf19.5641,CAALFM_C400160CA,CAR2,A0A1D8PL14, Ornithine aminotransferase,Ornithine aminotransferase (EC 2.6.1.13)
C1_11810W_A,orf19.1135,CAALFM_C111810WA,CAS1,A0A1D8PF81,ATP-dependent DNA helicase,ATP-dependent DNA helicase
C3_01530C_A,orf19.1693,CAALFM_C301530CA,CAS4,A0A1D8PJ86,Cell wall integrity transcriptional regulator CAS5 (Caspofungin sensitivity protein 5),Cas4p
C4_01190W_A,orf19.4670,CAALFM_C401190WA,CAS5,-,DNA-binding transcription factor,Cell wall integrity transcriptional regulator CAS5 (Caspofungin sensitivity protein 5)
C1_06810W_A,orf19.6229,CAALFM_C106810WA,CAT1,-,Cu(2+)-transporting P-type ATPase,Peroxisomal catalase (EC 1.11.1.6)
C4_02020W_A,orf19.4591,CAALFM_C402020WA,CAT2,Q5AMQ5,Cruciform cutting endonuclease,Carnitine O-acetyltransferase
C1_08190C_A,orf19.5097,CAALFM_C108190CA,CAT8,Q5A766,1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase (EC 1.13.11.54) (Acireductone dioxygenase (Fe(2+)-requiring)) (ARD) (Fe-ARD),DNA-binding transcription factor
C4_06580W_A,orf19.2876,CAALFM_C406580WA,CBF1,-,G1/S-specific cyclin CCN1,Transcriptional regulator CBF1
C1_10380C_A,orf19.4909,CAALFM_C110380CA,CBK1,-, Ser/Thr kinase of cell wall integrity pathway,#N/D
CR_09270C_A,orf19.7323,CAALFM_CR09270CA,CBP1,-, Corticosteroid binding protein,Corticosteroid-binding protein
C4_05450C_A,orf19.1801,CAALFM_C405450CA,CBR1,-, Putative cytochrome B5 reductase,NADH-cytochrome b5 reductase 1 (EC 1.6.2.2) (Microsomal cytochrome b reductase)
C3_03710W_A,orf19.6948,CAALFM_C303710WA,CCC1,Q59SS1, Manganese transporter,Ccc1p
C5_03020W_A,orf19.4328,CAALFM_C503020WA,CCC2,Q5AG51,Cu(2+)-transporting P-type ATPase,Cu(2+)-transporting P-type ATPase
CR_00920W_A,orf19.3264,CAALFM_CR00920WA,CCE1,-,Cruciform cutting endonuclease,Cruciform cutting endonuclease
C1_01100W_A,orf19.3298,CAALFM_C101100WA,CCH1,Q5A936,1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase (EC 1.13.11.54) (Acireductone dioxygenase (Fe(2+)-requiring)) (ARD) (Fe-ARD),1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase (EC 1.13.11.54) (Acireductone dioxygenase (Fe(2+)-requiring)) (ARD) (Fe-ARD)
C4_06590W_A,orf19.2875,CAALFM_C406590WA,CCJ1,Q5A1E4,G1/S-specific cyclin CCN1,J domain-containing protein
C5_01680C_A,orf19.3207,CAALFM_C501680CA,CCN1,-,,G1/S-specific cyclin CCN1
C3_02480C_A,orf19.238,CAALFM_C302480CA,CCP1,-, Cytochrome-c peroxidase N terminus,Cytochrome c peroxidase, mitochondrial (CCP) (EC 1.11.1.5)
C1_08220W_A,orf19.5101,CAALFM_C108220WA,CCR4,-, Component of the Ccr4-Pop2 mRNA deadenylase,Glucose-repressible alcohol dehydrogenase transcriptional effector (EC 3.1.13.4) (Carbon catabolite repressor protein 4) (Cytoplasmic deadenylase)
C1_07180W_A,orf19.4449,CAALFM_C107180WA,CCS1,Q59WC0, Copper chaperone involved in activation and protection of superoxide dismutase Sod1p,Copper chaperone
C2_09520C_A,orf19.1402,CAALFM_C209520CA,CCT2,Q59YC4, Chaperonin of the cytosolic TCP1 ring complex,Chaperonin-containing T-complex subunit
C5_05120W_A,orf19.4004,CAALFM_C505120WA,CCT3,Q5AK16, Putative cytosolic chaperonin Cct ring complex subunit,T-complex protein 1 subunit gamma
C2_07310W_A,orf19.2288,CAALFM_C207310WA,CCT5,Q59Z12, T-complex protein 1, epsilon subunit,Chaperonin-containing T-complex subunit
C4_06830C_A,orf19.3126,CAALFM_C406830CA,CCT6,A0A1D8PMN9, Putative cytosolic chaperonin Cct ring complex subunit,Chaperonin-containing T-complex subunit
C5_01690C_A,orf19.3206,CAALFM_C501690CA,CCT7,Q59YH4, Cytosolic chaperonin Cct ring complex,T-complex protein 1 subunit eta (TCP-1-eta) (CCT-eta)
C1_00110W_A,orf19.6099,CAALFM_C100110WA,CCT8,Q5AB74, Chaperonin-containing T-complex subunit,Uncharacterized protein
C5_01010W_A,orf19.1969,CAALFM_C501010WA,CCW14,Q5A1M6,,Ccw14p
C6_03580W_A,orf19.5725,CAALFM_C603580WA,CCZ1,A0A1D8PQ69,,Uncharacterized protein
CR_00300W_A,orf19.7503,CAALFM_CR00300WA,CDA2,-,,Chitin deacetylase
CR_04570C_A,orf19.548,CAALFM_CR04570CA,CDC10,-, Septin, required for wild-type cell, hyphal, or chlamydospore morphology,Cell division control protein 10
C5_00070W_A,orf19.5691,CAALFM_C500070WA,CDC11,-, Septin,Septin CDC11 (Cell division control protein 11)
C1_03210C_A,orf19.3013,CAALFM_C103210CA,CDC12,A0A1D8PCY5, Septin,Septin
C1_00360W_A,orf19.6072,CAALFM_C100360WA,CDC13,Q5AB98,,Cdc13p
C6_00670W_A,orf19.4192,CAALFM_C600670WA,CDC14,-,,Tyrosine-protein phosphatase CDC14 (EC 3.1.3.48)
C2_05140W_A,orf19.3545,CAALFM_C205140WA,CDC15,A0A1D8PHB0,,Serine/threonine protein kinase
C2_05460W_A,orf19.3575,CAALFM_C205460WA,CDC19,-, Pyruvate kinase at yeast cell surface,Pyruvate kinase (PK) (EC 2.7.1.40)
C6_01150W_A,orf19.122,CAALFM_C601150WA,CDC20,A0A1D8PPK6,,Ubiquitin-protein transferase activating protein
C2_05190W_A,orf19.3549,CAALFM_C205190WA,CDC21,-, Putative thymidylate synthase,Thymidylate synthase (TS) (TSase) (EC 2.1.1.45)
CR_08630W_A,orf19.6437,CAALFM_CR08630WA,CDC23,-,,Anaphase promoting complex subunit
C5_01970C_A,orf19.3174,CAALFM_C501970CA,CDC24,A0A1D8PNB5, GDP-GTP exchange factor for Cdc42p,Rho family guanine nucleotide exchange factor
CR_01230C_A,orf19.3231,CAALFM_CR01230CA,CDC27,-,,Anaphase promoting complex subunit
CR_06050W_A,orf19.3856,CAALFM_CR06050WA,CDC28,-, Cyclin-dependent protein kinase,Cyclin-dependent kinase 1 (CDK1) (EC 2.7.11.22) (Cell division control protein 28) (Cell division protein kinase 2)
C1_04210C_A,orf19.1055,CAALFM_C104210CA,CDC3,A0A1D8PD83, Septin,Inclusion body clearance protein IML2
C7_01920W_A,orf19.6529,CAALFM_C701920WA,CDC34,Q5AH09, Putative ubiquitin-protein ligase,SCF E2 ubiquitin-protein ligase catalytic subunit
C6_02610C_A,orf19.5531,CAALFM_C602610CA,CDC37,-, Chaperone for Crk1p,Hsp90 co-chaperone Cdc37 (Cell division control protein 37) (Hsp90 chaperone protein kinase-targeting subunit)
C6_04270W_A,orf19.1084,CAALFM_C604270WA,CDC39,A0A1D8PQD2, Protein similar to S. cerevisiae Cdc39p, which is part of the CCR4-NOT transcription regulatory complex,CCR4-NOT core subunit
CR_01680C_A,orf19.2559,CAALFM_CR01680CA,CDC4,-, F-box subunit of SCF(CDC4) ubiquitin ligase,SCF ubiquitin ligase complex subunit
C1_08450C_A,orf19.390,CAALFM_C108450CA,CDC42,-, Rho-type GTPase,Cell division control protein 42 homolog
CR_04910W_A,orf19.1803,CAALFM_CR04910WA,CDC43,-, Beta subunit of heterodimeric protein geranylgeranyltransferase type I,Protein geranylgeranyltransferase type I subunit
CR_07720C_A,orf19.1988,CAALFM_CR07720CA,CDC45,-,,DNA replication initiation factor
C2_06250C_A,orf19.5487,CAALFM_C206250CA,CDC46,Q59P49, Putative hexameric MCM complex subunit,DNA helicase (EC 3.6.4.12)
C2_09020W_A,orf19.202,CAALFM_C209020WA,CDC47,A0A1D8PIE7,,DNA replication licensing factor MCM7 (EC 3.6.4.12)
C1_10790W_A,orf19.2340,CAALFM_C110790WA,CDC48,Q59WG3, Putative microsomal ATPase,#N/D
C1_00950C_A,orf19.6010,CAALFM_C100950CA,CDC5,Q5ABG0,,Serine/threonine-protein kinase RIO1 (EC 2.7.11.1)
C6_03660C_A,orf19.5735,CAALFM_C603660CA,CDC50,A0A1D8PQ78, Putative endosomal protein,Aminophospholipid translocase regulatory protein
C3_01700W_A,orf19.1674,CAALFM_C301700WA,CDC53,Q5AJB7, Cullin, a scaffold subunit of the SCF ubiquitin-ligase complexes,Cullin
C1_12550C_A,orf19.3761,CAALFM_C112550CA,CDC54,A0A1D8PFE6, Putative pre-replication complex helicase subunit,DNA helicase (EC 3.6.4.12)
C2_01600C_A,orf19.1468,CAALFM_C201600CA,CDC55,Q5ALV8, Protein of unknown function,Protein phosphatase PP2A regulatory subunit B
C1_12220W_A,orf19.5242,CAALFM_C112220WA,CDC6,A0A1D8PFB8,,Cell division control protein
CR_01690C_A,orf19.2560,CAALFM_CR01690CA,CDC60,-, Cytosolic leucyl tRNA synthetase,Leucine--tRNA ligase
C4_06500W_A,orf19.2884,CAALFM_C406500WA,CDC68,-, Functional homolog of S. cerevisiae Cdc68, a transcription elongation factor,FACT complex subunit SPT16 (CaCDC68) (Cell division control protein 68) (Facilitates chromatin transcription complex subunit SPT16)
C2_05320W_A,orf19.3561,CAALFM_C205320WA,CDC7,A0A1D8PHD2,,Serine/threonine protein kinase
C1_02920W_A,orf19.2983,CAALFM_C102920WA,CDC73,A0A1D8PCW7, Putative transcription elongation factor,Cdc73p
CR_09180W_A,orf19.7314,CAALFM_CR09180WA,CDG1,-, Putative cysteine dioxygenases,Cysteine dioxygenase CDG1 (CDO) (EC 1.13.11.20)
C2_00450C_A,orf19.2084,CAALFM_C200450CA,CDH1,Q5ACY4, Protein involved in regulation of mitosis,Cdh1p
C4_05060W_A,orf19.3773,CAALFM_C405060WA,CDL1,A0A1D8PM79, Putative RNAse III, ortholog of S. cerevisiae RNT1,Cdl1p
